API route,Time,HTTP Code,Response Time,Status 
API 1,13:13:00,505,763.14,failure
API 1,13:13:00,510,836.37,failure
API 1,13:13:00,506,843.23,failure
API 1,13:13:00,502,751.59,failure
API 1,13:13:00,503,822.24,failure
API 1,13:13:00,508,839.31,failure
API 1,13:13:00,408,779.94,success
API 1,13:13:00,502,872.6,failure
API 1,13:13:00,204,795.89,success
API 1,13:13:00,510,892.31,failure
API 1,13:13:00,501,814.02,failure
API 1,13:13:00,507,778.91,failure
API 1,13:13:00,511,766.62,failure
API 1,13:13:00,504,880.52,failure
API 1,13:13:00,505,846.09,failure
API 1,13:13:00,501,894.08,failure
API 1,13:13:00,502,895.74,failure
API 1,13:13:00,100,859.38,success
API 1,13:13:00,504,828.77,failure
API 1,13:13:00,504,772.12,failure
API 1,13:13:00,407,863.34,success
API 1,13:13:00,414,863.88,success
API 1,13:13:00,502,854.45,failure
API 1,13:13:00,423,755.28,success
API 1,13:13:00,304,844.34,success
API 1,13:13:00,409,758.39,success
API 1,13:13:00,411,834.92,success
API 1,13:13:00,506,866.45,failure
API 1,13:13:00,511,782.6,failure
API 1,13:13:00,303,841.4,success
API 1,13:13:00,503,886.12,failure
API 1,13:13:00,507,799.56,failure
API 1,13:13:00,500,793.55,failure
API 1,13:13:00,508,833.31,failure
API 1,13:13:00,508,851.26,failure
API 1,13:13:00,502,893.02,failure
API 1,13:13:00,501,853.79,failure
API 1,13:13:00,500,842.55,failure
API 1,13:13:00,501,845.31,failure
API 1,13:13:00,507,802.3,failure
API 1,13:13:00,502,763.19,failure
API 1,13:13:00,503,754.53,failure
API 1,13:13:00,423,828.52,success
API 1,13:13:00,508,881.51,failure
API 1,13:13:00,503,778.55,failure
API 1,13:13:00,503,769.12,failure
API 1,13:13:00,500,873.23,failure
API 1,13:13:00,400,816.47,success
API 1,13:13:00,401,865.19,success
API 1,13:13:00,511,869.86,failure
API 1,13:13:00,510,809.43,failure
API 1,13:13:00,503,792.26,failure
API 1,13:13:00,503,891.55,failure
API 1,13:13:00,410,757.61,success
API 1,13:13:00,511,886.88,failure
API 1,13:13:00,501,853.76,failure
API 1,13:13:00,510,876.46,failure
API 1,13:13:00,428,831.28,success
API 1,13:13:00,502,816.89,failure
API 1,13:13:00,507,759.3,failure
API 1,13:13:00,501,837.44,failure
API 1,13:13:00,500,898.12,failure
API 1,13:13:00,511,791.88,failure
API 1,13:13:00,206,835.73,success
API 1,13:13:00,500,825.57,failure
API 1,13:13:00,301,847.01,success
API 1,13:13:00,505,873.97,failure
API 1,13:13:00,502,874.89,failure
API 1,13:13:00,501,783.07,failure
API 1,13:13:00,502,812.33,failure
API 1,13:13:00,205,823.61,success
API 1,13:13:00,504,765.27,failure
API 1,13:13:00,414,769.21,success
API 1,13:13:00,504,755.98,failure
API 1,13:13:00,511,884.48,failure
API 1,13:13:00,504,858.17,failure
API 1,13:13:00,506,790.08,failure
API 1,13:13:00,505,875.52,failure
API 1,13:13:00,402,806.53,success
API 1,13:13:00,505,840.68,failure
API 1,13:13:00,200,868.78,success
API 1,13:13:00,500,876.08,failure
API 1,13:13:00,500,795.25,failure
API 1,13:13:00,304,823.61,success
API 1,13:13:00,403,876.79,success
API 1,13:13:00,500,765.76,failure
API 1,13:13:00,400,824.55,success
API 1,13:13:00,507,769.12,failure
API 1,13:13:00,503,842.08,failure
API 1,13:13:00,417,850.9,success
API 1,13:13:00,507,894.26,failure
API 1,13:13:00,400,857.06,success
API 1,13:13:00,507,843.89,failure
API 1,13:13:00,301,891.33,success
API 1,13:13:00,510,776.51,failure
API 1,13:13:00,508,835.04,failure
API 1,13:13:00,426,857.68,success
API 1,13:13:00,307,824.14,success
API 1,13:13:00,504,861.17,failure
API 1,13:13:00,510,881.1,failure
API 1,13:13:00,506,856.47,failure
API 1,13:13:00,505,842.95,failure
API 1,13:13:00,504,840.33,failure
API 1,13:13:00,504,782.16,failure
API 1,13:13:00,503,875.63,failure
API 1,13:13:00,511,789.29,failure
API 1,13:13:00,511,809.8,failure
API 1,13:13:00,429,771.4,success
API 1,13:13:00,500,769.59,failure
API 1,13:13:00,502,828.98,failure
API 1,13:13:00,412,777.36,success
API 1,13:13:00,500,854.09,failure
API 1,13:13:00,507,876.3,failure
API 1,13:13:00,411,884.99,success
API 1,13:13:00,204,846.87,success
API 1,13:13:00,301,784.87,success
API 1,13:13:00,416,827.79,success
API 1,13:13:00,508,800.97,failure
API 1,13:13:00,503,759.82,failure
API 1,13:13:00,507,781.53,failure
API 1,13:13:00,200,766.01,success
API 1,13:13:00,504,751.54,failure
API 1,13:13:00,506,796.8,failure
API 1,13:13:00,505,826.48,failure
API 1,13:13:00,301,757.33,success
API 1,13:13:00,416,876.83,success
API 1,13:13:00,506,771.06,failure
API 1,13:13:00,501,781.34,failure
API 1,13:13:00,304,799.33,success
API 1,13:13:00,101,888.0,success
API 1,13:13:00,511,852.91,failure
API 1,13:13:00,201,761.64,success
API 1,13:13:00,422,764.58,success
API 1,13:13:00,501,839.54,failure
API 1,13:13:00,501,879.26,failure
API 1,13:13:00,508,842.82,failure
API 1,13:13:00,511,878.4,failure
API 1,13:13:00,421,827.72,success
API 1,13:13:00,406,855.23,success
API 1,13:13:00,508,803.08,failure
API 1,13:13:00,504,793.23,failure
API 1,13:13:00,425,788.02,success
API 1,13:13:00,428,848.64,success
API 1,13:13:00,415,856.99,success
API 1,13:13:00,504,780.24,failure
API 1,13:13:00,451,861.71,success
API 1,13:13:00,511,889.2,failure
API 1,13:13:00,500,899.14,failure
API 1,13:13:00,501,756.07,failure
API 1,13:13:00,502,885.5,failure
API 1,13:13:00,508,752.84,failure
API 1,13:13:00,504,756.93,failure
API 1,13:13:00,503,765.8,failure
API 1,13:13:00,502,892.79,failure
API 1,13:13:00,502,815.1,failure
API 1,13:13:00,502,895.58,failure
API 1,13:13:00,410,793.49,success
API 1,13:13:00,506,839.52,failure
API 1,13:13:00,504,820.74,failure
API 1,13:13:00,511,854.96,failure
API 1,13:13:00,507,838.15,failure
API 1,13:13:00,510,873.13,failure
API 1,13:13:00,409,865.27,success
API 1,13:13:00,500,842.89,failure
API 1,13:13:00,503,873.83,failure
API 1,13:13:00,507,898.95,failure
API 1,13:13:00,503,877.3,failure
API 1,13:13:00,202,752.7,success
API 1,13:13:00,505,808.1,failure
API 1,13:13:00,504,856.79,failure
API 1,13:13:00,508,894.68,failure
API 1,13:13:00,500,854.22,failure
API 1,13:13:00,508,755.87,failure
API 1,13:13:00,506,838.43,failure
API 1,13:13:00,303,866.18,success
API 1,13:13:00,507,837.38,failure
API 1,13:13:00,508,762.45,failure
API 1,13:13:00,505,770.78,failure
API 1,13:13:00,202,876.78,success
API 1,13:13:00,504,823.24,failure
API 1,13:13:00,501,849.74,failure
API 1,13:13:00,511,825.74,failure
API 1,13:13:00,502,892.85,failure
API 1,13:13:00,401,897.6,success
API 1,13:13:00,500,865.47,failure
API 1,13:13:00,504,877.41,failure
API 1,13:13:00,307,866.9,success
API 1,13:13:00,504,822.19,failure
API 1,13:13:00,506,897.88,failure
API 1,13:13:00,404,818.65,success
API 1,13:13:00,505,860.29,failure
API 1,13:13:00,431,812.56,success
API 1,13:13:00,510,847.07,failure
API 1,13:13:00,505,899.46,failure
API 1,13:13:00,508,818.25,failure
API 1,13:13:00,426,818.74,success
API 1,13:13:00,510,797.67,failure
API 1,13:13:00,504,845.45,failure
API 1,13:13:00,503,817.61,failure
API 1,13:13:00,502,776.07,failure
API 1,13:13:00,413,803.45,success
API 1,13:13:00,501,779.16,failure
API 1,13:13:00,500,847.19,failure
API 1,13:13:00,201,787.59,success
API 1,13:13:00,203,822.88,success
API 1,13:13:00,424,839.68,success
API 1,13:13:00,506,853.34,failure
API 1,13:13:00,504,848.99,failure
API 1,13:13:00,101,886.47,success
API 1,13:13:00,511,798.88,failure
API 1,13:13:00,511,752.57,failure
API 1,13:13:00,503,807.82,failure
API 1,13:13:00,505,811.22,failure
API 1,13:13:00,501,813.55,failure
API 1,13:13:00,511,762.88,failure
API 1,13:13:00,502,818.49,failure
API 1,13:13:00,308,771.88,success
API 1,13:13:00,302,777.74,success
API 1,13:13:00,431,773.98,success
API 1,13:13:00,508,853.41,failure
API 1,13:13:00,402,864.94,success
API 1,13:13:00,505,851.87,failure
API 1,13:13:00,505,887.04,failure
API 1,13:13:00,507,851.93,failure
API 1,13:13:00,412,773.82,success
API 1,13:13:00,507,880.1,failure
API 1,13:13:00,506,838.52,failure
API 1,13:13:00,511,813.77,failure
API 1,13:13:00,500,775.76,failure
API 1,13:13:00,502,860.01,failure
API 1,13:13:00,503,839.55,failure
API 1,13:13:00,501,889.09,failure
API 1,13:13:00,301,775.03,success
API 1,13:13:00,204,852.88,success
API 1,13:13:00,308,864.33,success
API 1,13:13:00,503,776.22,failure
API 1,13:13:00,424,852.68,success
API 1,13:13:00,504,816.63,failure
API 1,13:13:00,505,831.64,failure
API 1,13:13:00,506,887.16,failure
API 1,13:13:00,508,822.37,failure
API 1,13:13:00,500,874.32,failure
API 1,13:13:00,504,875.16,failure
API 1,13:13:00,500,870.02,failure
API 1,13:13:00,510,807.6,failure
API 1,13:13:00,505,816.59,failure
API 1,13:13:00,510,890.41,failure
API 1,13:13:00,511,865.55,failure
API 1,13:13:00,500,791.65,failure
API 1,13:13:00,506,831.59,failure
API 1,13:13:00,506,876.85,failure
API 1,13:13:00,200,761.86,success
API 1,13:13:00,502,791.58,failure
API 1,13:13:00,507,839.98,failure
API 1,13:13:00,503,753.8,failure
API 1,13:13:00,503,835.81,failure
API 1,13:13:00,503,757.64,failure
API 1,13:13:00,500,896.45,failure
API 1,13:13:00,510,765.58,failure
API 1,13:13:00,504,879.98,failure
API 1,13:13:00,510,883.07,failure
API 1,13:13:00,510,831.23,failure
API 1,13:13:00,300,856.93,success
API 1,13:13:00,404,765.22,success
API 1,13:13:00,504,811.46,failure
API 1,13:13:00,510,874.43,failure
API 1,13:13:00,451,884.98,success
API 1,13:13:00,500,775.52,failure
API 1,13:13:00,511,780.65,failure
API 1,13:13:00,408,791.21,success
API 1,13:13:00,510,803.3,failure
API 1,13:13:00,505,819.59,failure
API 1,13:13:00,203,848.74,success
API 1,13:13:00,505,808.58,failure
API 1,13:13:00,502,767.86,failure
API 1,13:13:00,409,842.88,success
API 1,13:13:00,511,878.41,failure
API 1,13:13:00,200,888.79,success
API 1,13:13:00,504,859.82,failure
API 1,13:13:00,505,799.9,failure
API 1,13:13:00,402,811.75,success
API 1,13:13:00,504,784.89,failure
API 1,13:13:00,407,867.77,success
API 1,13:13:00,510,893.4,failure
API 1,13:13:00,414,878.55,success
API 1,13:13:00,407,821.12,success
API 1,13:13:00,508,801.87,failure
API 1,13:13:00,505,780.99,failure
API 1,13:13:00,508,820.89,failure
API 1,13:13:00,426,892.62,success
API 1,13:13:00,204,756.54,success
API 1,13:13:00,507,781.85,failure
API 1,13:13:00,204,753.44,success
API 1,13:13:00,506,882.47,failure
API 1,13:13:00,501,882.96,failure
API 1,13:13:00,501,882.98,failure
API 1,13:13:00,425,763.99,success
API 1,13:13:00,101,844.22,success
API 1,13:13:00,508,882.36,failure
API 1,13:13:00,508,796.5,failure
API 1,13:13:00,505,780.48,failure
API 1,13:13:00,500,768.45,failure
API 1,13:13:00,502,883.59,failure
API 1,13:13:00,410,796.06,success
API 1,13:13:00,403,822.63,success
API 1,13:13:00,502,824.87,failure
API 1,13:13:00,503,829.95,failure
API 1,13:13:00,507,760.89,failure
API 1,13:13:00,504,838.86,failure
API 1,13:13:00,423,794.93,success
API 1,13:13:00,507,835.31,failure
API 1,13:13:00,303,793.73,success
API 1,13:13:00,502,882.77,failure
API 1,13:13:00,508,806.39,failure
API 1,13:13:00,510,761.12,failure
API 1,13:13:00,508,813.79,failure
API 1,13:13:00,502,824.49,failure
API 1,13:13:00,500,874.3,failure
API 1,13:13:00,501,833.37,failure
API 1,13:13:00,500,825.42,failure
API 1,13:13:00,500,771.52,failure
API 1,13:13:00,510,756.29,failure
API 1,13:13:00,505,820.86,failure
API 1,13:13:00,506,789.44,failure
API 1,13:13:00,511,820.4,failure
API 1,13:13:00,401,870.71,success
API 1,13:13:00,503,775.25,failure
API 1,13:13:00,510,825.29,failure
API 1,13:13:00,505,875.08,failure
API 1,13:13:00,501,849.26,failure
API 1,13:13:00,406,871.35,success
API 1,13:13:00,423,871.25,success
API 1,13:13:00,205,858.1,success
API 1,13:13:00,507,832.38,failure
API 1,13:13:00,505,772.4,failure
API 1,13:13:00,511,821.66,failure
API 1,13:13:00,505,755.22,failure
API 1,13:13:00,503,797.27,failure
API 1,13:13:00,412,802.82,success
API 1,13:13:00,511,861.17,failure
API 1,13:13:00,417,801.66,success
API 1,13:13:00,501,787.74,failure
API 1,13:13:00,403,763.64,success
API 1,13:13:00,506,840.65,failure
API 1,13:13:00,507,787.72,failure
API 1,13:13:00,505,845.9,failure
API 1,13:13:00,508,771.71,failure
API 1,13:13:00,508,787.32,failure
API 1,13:13:00,500,756.96,failure
API 1,13:13:00,510,822.79,failure
API 1,13:13:00,506,790.62,failure
API 1,13:13:00,504,880.01,failure
API 1,13:13:00,504,817.9,failure
API 1,13:13:00,502,849.55,failure
API 1,13:13:00,200,899.02,success
API 1,13:13:00,416,751.25,success
API 1,13:13:00,511,885.54,failure
API 1,13:13:00,511,864.07,failure
API 1,13:13:00,503,798.11,failure
API 1,13:13:00,201,853.85,success
API 1,13:13:00,410,867.45,success
API 1,13:13:00,411,797.51,success
API 1,13:13:00,506,783.73,failure
API 1,13:13:00,424,779.65,success
API 1,13:13:00,507,892.19,failure
API 1,13:13:00,406,839.53,success
API 1,13:13:00,508,786.79,failure
API 1,13:13:00,500,858.94,failure
API 1,13:13:00,508,842.21,failure
API 1,13:13:00,508,798.38,failure
API 1,13:13:00,406,892.69,success
API 1,13:13:00,502,764.36,failure
API 1,13:13:00,506,815.07,failure
API 1,13:13:00,423,839.19,success
API 1,13:13:00,510,811.88,failure
API 1,13:13:00,503,776.4,failure
API 1,13:13:00,510,871.3,failure
API 1,13:13:00,503,771.64,failure
API 1,13:13:00,500,842.29,failure
API 1,13:13:00,501,768.92,failure
API 1,13:13:00,501,751.82,failure
API 1,13:13:00,502,868.31,failure
API 1,13:13:00,417,804.0,success
API 1,13:13:00,506,867.36,failure
API 1,13:13:00,506,757.49,failure
API 1,13:13:00,424,766.93,success
API 1,13:13:00,428,770.86,success
API 1,13:13:00,501,785.93,failure
API 1,13:13:00,503,860.9,failure
API 1,13:13:00,503,765.62,failure
API 1,13:13:00,507,865.19,failure
API 1,13:13:00,500,825.86,failure
API 1,13:13:00,428,865.95,success
API 1,13:13:00,503,862.21,failure
API 1,13:13:00,425,867.14,success
API 1,13:13:00,504,890.12,failure
API 1,13:13:00,404,851.99,success
API 1,13:13:00,504,790.92,failure
API 1,13:13:00,304,798.72,success
API 1,13:13:00,501,759.43,failure
API 1,13:13:00,425,760.95,success
API 1,13:13:00,206,786.88,success
API 1,13:13:00,302,794.35,success
API 1,13:13:00,503,850.04,failure
API 1,13:13:00,415,768.91,success
API 1,13:13:00,506,814.99,failure
API 1,13:13:00,413,816.64,success
API 1,13:13:00,502,870.75,failure
API 1,13:13:00,401,886.87,success
API 1,13:13:00,510,881.1,failure
API 1,13:13:00,504,871.14,failure
API 1,13:13:00,503,883.19,failure
API 1,13:13:00,504,826.24,failure
API 1,13:13:00,510,896.33,failure
API 1,13:13:00,510,839.88,failure
API 1,13:13:00,506,834.38,failure
API 1,13:13:00,421,844.08,success
API 1,13:13:00,429,882.9,success
API 1,13:13:00,500,880.56,failure
API 1,13:13:00,511,819.73,failure
API 1,13:13:00,505,798.86,failure
API 1,13:13:00,503,768.48,failure
API 1,13:13:00,505,800.99,failure
API 1,13:13:00,502,896.49,failure
API 1,13:13:00,501,853.68,failure
API 1,13:13:00,508,894.84,failure
API 1,13:13:00,506,763.56,failure
API 1,13:13:00,302,760.34,success
API 1,13:13:00,412,877.12,success
API 1,13:13:00,504,824.47,failure
API 1,13:13:00,504,822.7,failure
API 1,13:13:00,501,811.57,failure
API 1,13:13:00,429,808.88,success
API 1,13:13:00,511,765.02,failure
API 1,13:13:00,508,814.71,failure
API 1,13:13:00,421,823.39,success
API 1,13:13:00,503,875.85,failure
API 1,13:13:00,502,830.85,failure
API 1,13:13:00,501,825.09,failure
API 1,13:13:00,510,805.54,failure
API 1,13:13:00,508,878.47,failure
API 1,13:13:00,505,814.41,failure
API 1,13:13:00,415,761.98,success
API 1,13:13:00,504,759.2,failure
API 1,13:13:00,202,855.24,success
API 1,13:13:00,510,808.18,failure
API 1,13:13:00,511,851.47,failure
API 1,13:13:00,506,792.55,failure
API 1,13:13:00,300,858.69,success
API 1,13:13:00,507,819.48,failure
API 1,13:13:00,510,898.41,failure
API 1,13:13:00,429,858.13,success
API 1,13:13:00,500,840.39,failure
API 1,13:13:00,503,882.11,failure
API 1,13:13:00,511,799.3,failure
API 1,13:13:00,508,854.22,failure
API 1,13:13:00,501,858.96,failure
API 1,13:13:00,400,831.36,success
API 1,13:13:00,303,842.81,success
API 1,13:13:00,500,886.91,failure
API 1,13:13:00,505,846.46,failure
API 1,13:13:00,502,795.23,failure
API 1,13:13:00,505,783.04,failure
API 1,13:13:00,201,891.97,success
API 1,13:13:00,503,894.08,failure
API 1,13:13:00,502,824.77,failure
API 1,13:13:00,508,810.45,failure
API 1,13:13:00,428,889.38,success
API 1,13:13:00,302,751.33,success
API 1,13:13:00,511,859.68,failure
API 1,13:13:00,511,854.83,failure
API 1,13:13:00,503,809.0,failure
API 1,13:13:00,506,884.77,failure
API 1,13:13:00,502,796.41,failure
API 1,13:13:00,510,860.28,failure
API 1,13:13:00,204,831.9,success
API 1,13:13:00,507,875.57,failure
API 1,13:13:00,507,821.04,failure
API 1,13:13:00,416,811.7,success
API 1,13:13:00,507,825.07,failure
API 1,13:13:00,502,857.9,failure
API 1,13:13:00,412,833.65,success
API 1,13:13:00,407,882.13,success
API 1,13:13:00,500,787.2,failure
API 1,13:13:00,307,785.91,success
API 1,13:13:00,507,895.4,failure
API 1,13:13:00,506,887.24,failure
API 1,13:13:00,303,869.38,success
API 1,13:13:00,500,782.29,failure
API 1,13:13:00,511,751.23,failure
API 1,13:13:00,308,792.37,success
API 1,13:13:00,501,754.19,failure
API 1,13:13:00,501,895.01,failure
API 1,13:13:00,507,866.75,failure
API 1,13:13:00,405,791.27,success
API 1,13:13:00,511,800.77,failure
API 1,13:13:00,206,821.22,success
API 1,13:13:00,503,797.01,failure
API 1,13:13:00,505,894.34,failure
API 1,13:13:00,505,782.59,failure
API 1,13:13:00,308,884.44,success
API 1,13:13:00,308,800.91,success
API 1,13:13:00,507,868.76,failure
API 1,13:13:00,501,887.96,failure
API 1,13:13:00,308,845.17,success
API 1,13:13:00,511,763.81,failure
API 1,13:13:00,506,876.55,failure
API 1,13:13:00,503,875.96,failure
API 1,13:13:00,501,789.56,failure
API 1,13:13:00,506,771.17,failure
API 1,13:13:00,501,813.67,failure
API 1,13:13:00,505,810.0,failure
API 1,13:13:00,407,844.69,success
API 1,13:13:00,500,839.43,failure
API 1,13:13:00,506,884.87,failure
API 1,13:13:00,413,795.92,success
API 1,13:13:00,506,819.6,failure
API 1,13:13:00,501,788.12,failure
API 1,13:13:00,303,783.52,success
API 1,13:13:00,505,887.85,failure
API 1,13:13:00,504,777.28,failure
API 1,13:13:00,508,807.86,failure
API 1,13:13:00,507,852.22,failure
API 1,13:13:00,431,802.4,success
API 1,13:13:00,507,876.97,failure
API 1,13:13:00,506,887.14,failure
API 1,13:13:00,401,826.67,success
API 1,13:13:00,500,816.06,failure
API 1,13:13:00,501,882.21,failure
API 1,13:13:00,511,802.15,failure
API 1,13:13:00,508,799.68,failure
API 1,13:13:00,402,885.31,success
API 1,13:13:00,506,787.0,failure
API 1,13:13:00,307,840.78,success
API 1,13:13:00,505,813.46,failure
API 1,13:13:00,423,834.71,success
API 1,13:13:00,510,783.98,failure
API 1,13:13:00,429,765.53,success
API 1,13:13:00,503,850.8,failure
API 1,13:13:00,503,760.89,failure
API 1,13:13:00,410,882.24,success
API 1,13:13:00,510,780.83,failure
API 1,13:13:00,423,817.8,success
API 1,13:13:00,302,883.39,success
API 1,13:13:00,503,827.78,failure
API 1,13:13:00,507,819.08,failure
API 1,13:13:00,405,790.56,success
API 1,13:13:00,511,865.01,failure
API 1,13:13:00,501,879.74,failure
API 1,13:13:00,505,899.57,failure
API 1,13:13:00,502,752.94,failure
API 1,13:13:00,500,885.93,failure
API 1,13:13:00,300,755.22,success
API 1,13:13:00,508,860.6,failure
API 1,13:13:00,504,809.23,failure
API 1,13:13:00,507,819.59,failure
API 1,13:13:00,406,773.32,success
API 1,13:13:00,507,758.02,failure
API 1,13:13:00,431,852.5,success
API 1,13:13:00,502,861.11,failure
API 1,13:13:00,502,887.59,failure
API 1,13:13:00,510,870.5,failure
API 1,13:13:00,506,824.48,failure
API 1,13:13:00,504,783.55,failure
API 1,13:13:00,506,886.67,failure
API 1,13:13:00,510,897.71,failure
API 1,13:13:00,511,895.64,failure
API 1,13:13:00,511,803.44,failure
API 1,13:13:00,500,796.07,failure
API 1,13:13:00,428,827.34,success
API 1,13:13:00,501,757.38,failure
API 1,13:13:00,405,775.61,success
API 1,13:13:00,510,865.89,failure
API 1,13:13:00,503,824.35,failure
API 1,13:13:00,500,823.45,failure
API 1,13:13:00,204,812.71,success
API 1,13:13:00,507,882.92,failure
API 1,13:13:00,507,768.8,failure
API 1,13:13:00,504,827.88,failure
API 1,13:13:00,500,813.45,failure
API 1,13:13:00,510,818.12,failure
API 1,13:13:00,506,766.6,failure
API 1,13:13:00,504,751.07,failure
API 1,13:13:00,504,852.8,failure
API 1,13:13:00,101,857.42,success
API 1,13:13:00,511,773.59,failure
API 1,13:13:00,511,854.74,failure
API 1,13:14:00,506,996.2,failure
API 1,13:14:00,411,948.98,success
API 1,13:14:00,500,930.0,failure
API 1,13:14:00,406,946.61,success
API 1,13:14:00,411,986.65,success
API 1,13:14:00,429,970.55,success
API 1,13:14:00,413,1012.24,success
API 1,13:14:00,508,986.07,failure
API 1,13:14:00,503,951.96,failure
API 1,13:14:00,413,1005.48,success
API 1,13:14:00,506,994.52,failure
API 1,13:14:00,301,941.74,success
API 1,13:14:00,301,991.57,success
API 1,13:14:00,416,926.38,success
API 1,13:14:00,451,936.58,success
API 1,13:14:00,506,959.86,failure
API 1,13:14:00,510,987.62,failure
API 1,13:14:00,511,1002.9,failure
API 1,13:14:00,507,970.11,failure
API 1,13:14:00,506,998.83,failure
API 1,13:14:00,201,961.35,success
API 1,13:14:00,422,970.49,success
API 1,13:14:00,201,978.22,success
API 1,13:14:00,511,934.23,failure
API 1,13:14:00,401,946.55,success
API 1,13:14:00,308,937.49,success
API 1,13:14:00,507,1010.53,failure
API 1,13:14:00,505,934.2,failure
API 1,13:14:00,508,992.82,failure
API 1,13:14:00,503,998.82,failure
API 1,13:14:00,426,952.4,success
API 1,13:14:00,400,976.13,success
API 1,13:14:00,502,958.24,failure
API 1,13:14:00,502,1006.72,failure
API 1,13:14:00,506,956.35,failure
API 1,13:14:00,500,933.18,failure
API 1,13:14:00,500,1009.68,failure
API 1,13:14:00,510,998.45,failure
API 1,13:14:00,100,987.44,success
API 1,13:14:00,500,994.82,failure
API 1,13:14:00,203,943.82,success
API 1,13:14:00,203,989.04,success
API 1,13:14:00,506,975.89,failure
API 1,13:14:00,300,1004.96,success
API 1,13:14:00,502,992.33,failure
API 1,13:14:00,503,950.33,failure
API 1,13:14:00,505,1009.67,failure
API 1,13:14:00,501,949.7,failure
API 1,13:14:00,406,973.58,success
API 1,13:14:00,205,952.63,success
API 1,13:14:00,500,949.68,failure
API 1,13:14:00,201,936.68,success
API 1,13:14:00,503,993.41,failure
API 1,13:14:00,507,1000.14,failure
API 1,13:14:00,502,935.39,failure
API 1,13:14:00,511,1011.63,failure
API 1,13:14:00,400,1000.99,success
API 1,13:14:00,506,948.9,failure
API 1,13:14:00,500,941.81,failure
API 1,13:14:00,426,941.28,success
API 1,13:14:00,424,976.44,success
API 1,13:14:00,501,967.42,failure
API 1,13:14:00,506,981.06,failure
API 1,13:14:00,423,989.7,success
API 1,13:14:00,414,940.29,success
API 1,13:14:00,505,1005.79,failure
API 1,13:14:00,505,962.45,failure
API 1,13:14:00,504,950.67,failure
API 1,13:14:00,204,933.73,success
API 1,13:14:00,404,999.23,success
API 1,13:14:00,500,970.53,failure
API 1,13:14:00,502,931.29,failure
API 1,13:14:00,501,962.62,failure
API 1,13:14:00,511,985.4,failure
API 1,13:14:00,101,985.64,success
API 1,13:14:00,415,949.1,success
API 1,13:14:00,428,947.88,success
API 1,13:14:00,409,980.38,success
API 1,13:14:00,506,940.49,failure
API 1,13:14:00,510,933.02,failure
API 1,13:14:00,202,968.09,success
API 1,13:14:00,303,972.2,success
API 1,13:14:00,505,983.8,failure
API 1,13:14:00,302,949.7,success
API 1,13:14:00,502,999.23,failure
API 1,13:14:00,506,966.34,failure
API 1,13:14:00,403,962.35,success
API 1,13:14:00,511,1004.4,failure
API 1,13:14:00,414,992.05,success
API 1,13:14:00,501,932.28,failure
API 1,13:14:00,302,961.11,success
API 1,13:14:00,407,989.56,success
API 1,13:14:00,500,926.68,failure
API 1,13:14:00,304,952.28,success
API 1,13:14:00,510,945.56,failure
API 1,13:14:00,510,970.86,failure
API 1,13:14:00,202,1010.91,success
API 1,13:14:00,501,952.41,failure
API 1,13:14:00,431,953.56,success
API 1,13:14:00,503,947.66,failure
API 1,13:14:00,308,943.21,success
API 1,13:14:00,415,993.77,success
API 1,13:14:00,504,929.34,failure
API 1,13:14:00,303,936.56,success
API 1,13:14:00,507,997.01,failure
API 1,13:14:00,506,996.17,failure
API 1,13:14:00,416,977.74,success
API 1,13:14:00,501,968.13,failure
API 1,13:14:00,501,1006.38,failure
API 1,13:14:00,201,942.9,success
API 1,13:14:00,503,993.81,failure
API 1,13:14:00,505,954.19,failure
API 1,13:14:00,307,1004.06,success
API 1,13:14:00,504,967.66,failure
API 1,13:14:00,510,985.67,failure
API 1,13:14:00,404,934.74,success
API 1,13:14:00,300,929.29,success
API 1,13:14:00,502,987.35,failure
API 1,13:14:00,511,994.89,failure
API 1,13:14:00,302,1000.47,success
API 1,13:14:00,411,971.49,success
API 1,13:14:00,426,1009.75,success
API 1,13:14:00,500,930.67,failure
API 1,13:14:00,204,1006.51,success
API 1,13:14:00,402,990.92,success
API 1,13:14:00,500,950.88,failure
API 1,13:14:00,200,934.57,success
API 1,13:14:00,308,926.72,success
API 1,13:14:00,510,959.39,failure
API 1,13:14:00,501,954.42,failure
API 1,13:14:00,431,976.55,success
API 1,13:14:00,417,932.86,success
API 1,13:14:00,308,1011.46,success
API 1,13:14:00,503,1010.99,failure
API 1,13:14:00,500,996.02,failure
API 1,13:14:00,508,1006.37,failure
API 1,13:14:00,510,982.85,failure
API 1,13:14:00,506,1011.18,failure
API 1,13:14:00,405,995.61,success
API 1,13:14:00,403,1001.76,success
API 1,13:14:00,508,975.45,failure
API 1,13:14:00,417,1006.67,success
API 1,13:14:00,508,967.31,failure
API 1,13:14:00,303,952.5,success
API 1,13:14:00,451,993.02,success
API 1,13:14:00,504,1002.63,failure
API 1,13:14:00,431,984.69,success
API 1,13:14:00,502,981.42,failure
API 1,13:14:00,451,997.82,success
API 1,13:14:00,502,960.1,failure
API 1,13:14:00,100,988.57,success
API 1,13:14:00,510,1005.52,failure
API 1,13:14:00,423,940.63,success
API 1,13:14:00,302,1003.31,success
API 1,13:14:00,412,956.58,success
API 1,13:14:00,502,933.88,failure
API 1,13:14:00,451,1005.3,success
API 1,13:14:00,505,931.4,failure
API 1,13:14:00,409,992.24,success
API 1,13:14:00,406,941.83,success
